"","text","linenumber","chapter"
"9554","earnest conversation; and had this led to no suspicion, the faces of",9554,55
"9555","both as they hastily turned round, and moved away from each other, would",9555,55
"9556","have told it all. _Their_ situation was awkward enough; but _her's_ she",9556,55
"9557","thought was still worse. Not a syllable was uttered by either; and",9557,55
"9558","Elizabeth was on the point of going away again, when Bingley, who as",9558,55
"9559","well as the other had sat down, suddenly rose, and whispering a few",9559,55
"9560","words to her sister, ran out of the room.",9560,55
"9561","Jane could have no reserves from Elizabeth, where confidence would give",9561,55
"9562","pleasure; and instantly embracing her, acknowledged, with the liveliest",9562,55
"9563","emotion, that she was the happiest creature in the world.",9563,55
"9564","""'Tis too much!"" she added, ""by far too much. I do not deserve it. Oh!",9564,55
"9565","why is not every body as happy?""",9565,55
"9566","Elizabeth's congratulations were given with a sincerity, a warmth, a",9566,55
"9567","delight, which words could but poorly express. Every sentence of",9567,55
"9568","kindness was a fresh source of happiness to Jane. But she would not",9568,55
"9569","allow herself to stay with her sister, or say half that remained to be",9569,55
"9570","said, for the present.",9570,55
"9571","""I must go instantly to my mother;"" she cried. ""I would not on any",9571,55
"9572","account trifle with her affectionate solicitude; or allow her to hear it",9572,55
"9573","from any one but myself. He is gone to my father already. Oh! Lizzy, to",9573,55
"9574","know that what I have to relate will give such pleasure to all my dear",9574,55
"9575","family! how shall I bear so much happiness!""",9575,55
"9576","She then hastened away to her mother, who had purposely broken up the",9576,55
"9577","card party, and was sitting up stairs with Kitty.",9577,55
"9578","Elizabeth, who was left by herself, now smiled at the rapidity and ease",9578,55
"9579","with which an affair was finally settled, that had given them so many",9579,55
"9580","previous months of suspense and vexation.",9580,55
"9581","""And this,"" said she, ""is the end of all his friend's anxious",9581,55
"9582","circumspection! of all his sister's falsehood and contrivance! the",9582,55
"9583","happiest, wisest, most reasonable end!""",9583,55
"9584","In a few minutes she was joined by Bingley, whose conference with her",9584,55
"9585","father had been short and to the purpose.",9585,55
"9586","""Where is your sister?"" said he hastily, as he opened the door.",9586,55
"9587","""With my mother up stairs. She will be down in a moment I dare say.""",9587,55
"9588","He then shut the door, and coming up to her, claimed the good wishes and",9588,55
"9589","affection of a sister. Elizabeth honestly and heartily expressed her",9589,55
"9590","delight in the prospect of their relationship. They shook hands with",9590,55
"9591","great cordiality; and then till her sister came down, she had to listen",9591,55
"9592","to all he had to say, of his own happiness, and of Jane's perfections;",9592,55
"9593","and in spite of his being a lover, Elizabeth really believed all his",9593,55
"9594","expectations of felicity, to be rationally founded, because they had for",9594,55
"9595","basis the excellent understanding, and super-excellent disposition of",9595,55
"9596","Jane, and a general similarity of feeling and taste between her and",9596,55
"9597","himself.",9597,55
"9598","It was an evening of no common delight to them all; the satisfaction of",9598,55
"9599","Miss Bennet's mind gave a glow of such sweet animation to her face, as",9599,55
"9600","made her look handsomer than ever. Kitty simpered and smiled, and hoped",9600,55
"9601","her turn was coming soon. Mrs. Bennet could not give her consent, or",9601,55
"9602","speak her approbation in terms warm enough to satisfy her feelings,",9602,55
"9603","though she talked to Bingley of nothing else, for half an hour; and when",9603,55
"9604","Mr. Bennet joined them at supper, his voice and manner plainly shewed",9604,55
"9605","how really happy he was.",9605,55
"9606","Not a word, however, passed his lips in allusion to it, till their",9606,55
"9607","visitor took his leave for the night; but as soon as he was gone, he",9607,55
"9608","turned to his daughter and said,",9608,55
"9609","""Jane, I congratulate you. You will be a very happy woman.""",9609,55
"9610","Jane went to him instantly, kissed him, and thanked him for his",9610,55
"9611","goodness.",9611,55
"9612","""You are a good girl;"" he replied, ""and I have great pleasure in",9612,55
"9613","thinking you will be so happily settled. I have not a doubt of your",9613,55
"9614","doing very well together. Your tempers are by no means unlike. You are",9614,55
"9615","each of you so complying, that nothing will ever be resolved on; so",9615,55
"9616","easy, that every servant will cheat you; and so generous, that you will",9616,55
"9617","always exceed your income.""",9617,55
"9618","""I hope not so. Imprudence or thoughtlessness in money matters, would be",9618,55
"9619","unpardonable in _me_.""",9619,55
"9620","""Exceed their income! My dear Mr. Bennet,"" cried his wife, ""what are you",9620,55
"9621","talking of? Why, he has four or five thousand a-year, and very likely",9621,55
"9622","more."" Then addressing her daughter, ""Oh! my dear, dear Jane, I am so",9622,55
"9623","happy! I am sure I sha'nt get a wink of sleep all night. I knew how it",9623,55
"9624","would be. I always said it must be so, at last. I was sure you could not",9624,55
"9625","be so beautiful for nothing! I remember, as soon as ever I saw him, when",9625,55
"9626","he first came into Hertfordshire last year, I thought how likely it was",9626,55
"9627","that you should come together. Oh! he is the handsomest young man that",9627,55
"9628","ever was seen!""",9628,55
"9629","Wickham, Lydia, were all forgotten. Jane was beyond competition her",9629,55
"9630","favourite child. At that moment, she cared for no other. Her younger",9630,55
"9631","sisters soon began to make interest with her for objects of happiness",9631,55
"9632","which she might in future be able to dispense.",9632,55
"9633","Mary petitioned for the use of the library at Netherfield; and Kitty",9633,55
"9634","begged very hard for a few balls there every winter.",9634,55
"9635","Bingley, from this time, was of course a daily visitor at Longbourn;",9635,55
"9636","coming frequently before breakfast, and always remaining till after",9636,55
"9637","supper; unless when some barbarous neighbour, who could not be enough",9637,55
"9638","detested, had given him an invitation to dinner, which he thought",9638,55
"9639","himself obliged to accept.",9639,55
"9640","Elizabeth had now but little time for conversation with her sister; for",9640,55
"9641","while he was present, Jane had no attention to bestow on any one else;",9641,55
"9642","but she found herself considerably useful to both of them, in those",9642,55
"9643","hours of separation that must sometimes occur. In the absence of Jane,",9643,55
"9644","he always attached himself to Elizabeth, for the pleasure of talking of",9644,55
"9645","her; and when Bingley was gone, Jane constantly sought the same means of",9645,55
"9646","relief.",9646,55
"9647","""He has made me so happy,"" said she, one evening, ""by telling me, that",9647,55
"9648","he was totally ignorant of my being in town last spring! I had not",9648,55
"9649","believed it possible.""",9649,55
"9650","""I suspected as much,"" replied Elizabeth. ""But how did he account for",9650,55
"9651","it?""",9651,55
"9652","""It must have been his sister's doing. They were certainly no friends to",9652,55
"9653","his acquaintance with me, which I cannot wonder at, since he might have",9653,55
"9654","chosen so much more advantageously in many respects. But when they see,",9654,55
"9655","as I trust they will, that their brother is happy with me, they will",9655,55
"9656","learn to be contented, and we shall be on good terms again; though we",9656,55
"9657","can never be what we once were to each other.""",9657,55
"9658","""That is the most unforgiving speech,"" said Elizabeth, ""that I ever",9658,55
"9659","heard you utter. Good girl! It would vex me, indeed, to see you again",9659,55
"9660","the dupe of Miss Bingley's pretended regard.""",9660,55
"9661","""Would you believe it, Lizzy, that when he went to town last November,",9661,55
"9662","he really loved me, and nothing but a persuasion of _my_ being",9662,55
"9663","indifferent, would have prevented his coming down again!""",9663,55
"9664","""He made a little mistake to be sure; but it is to the credit of his",9664,55
"9665","modesty.""",9665,55
"9666","This naturally introduced a panegyric from Jane on his diffidence, and",9666,55
"9667","the little value he put on his own good qualities.",9667,55
"9668","Elizabeth was pleased to find, that he had not betrayed the interference",9668,55
"9669","of his friend, for, though Jane had the most generous and forgiving",9669,55
"9670","heart in the world, she knew it was a circumstance which must prejudice",9670,55
"9671","her against him.",9671,55
"9672","""I am certainly the most fortunate creature that ever existed!"" cried",9672,55
"9673","Jane. ""Oh! Lizzy, why am I thus singled from my family, and blessed",9673,55
"9674","above them all! If I could but see _you_ as happy! If there _were_ but",9674,55
"9675","such another man for you!""",9675,55
"9676","""If you were to give me forty such men, I never could be so happy as",9676,55
"9677","you. Till I have your disposition, your goodness, I never can have your",9677,55
"9678","happiness. No, no, let me shift for myself; and, perhaps, if I have very",9678,55
"9679","good luck, I may meet with another Mr. Collins in time.""",9679,55
"9680","The situation of affairs in the Longbourn family could not be long a",9680,55
"9681","secret. Mrs. Bennet was privileged to whisper it to Mrs. Philips, and",9681,55
"9682","_she_ ventured, without any permission, to do the same by all her",9682,55
"9683","neighbours in Meryton.",9683,55
"9684","The Bennets were speedily pronounced to be the luckiest family in the",9684,55
"9685","world, though only a few weeks before, when Lydia had first run away,",9685,55
"9686","they had been generally proved to be marked out for misfortune.",9686,55
"9687","One morning, about a week after Bingley's engagement with Jane had been",9687,56
"9688","formed, as he and the females of the family were sitting together in the",9688,56
"9689","dining-room, their attention was suddenly drawn to the window, by the",9689,56
"9690","sound of a carriage; and they perceived a chaise and four driving up the",9690,56
"9691","lawn. It was too early in the morning for visitors, and besides, the",9691,56
"9692","equipage did not answer to that of any of their neighbours. The horses",9692,56
"9693","were post; and neither the carriage, nor the livery of the servant who",9693,56
"9694","preceded it, were familiar to them. As it was certain, however, that",9694,56
"9695","somebody was coming, Bingley instantly prevailed on Miss Bennet to avoid",9695,56
"9696","the confinement of such an intrusion, and walk away with him into the",9696,56
"9697","shrubbery. They both set off, and the conjectures of the remaining three",9697,56
"9698","continued, though with little satisfaction, till the door was thrown",9698,56
"9699","open, and their visitor entered. It was lady Catherine de Bourgh.",9699,56
"9700","They were of course all intending to be surprised; but their",9700,56
"9701","astonishment was beyond their expectation; and on the part of Mrs.",9701,56
"9702","Bennet and Kitty, though she was perfectly unknown to them, even",9702,56
"9703","inferior to what Elizabeth felt.",9703,56
"9704","She entered the room with an air more than usually ungracious, made no",9704,56
"9705","other reply to Elizabeth's salutation, than a slight inclination of the",9705,56
"9706","head, and sat down without saying a word. Elizabeth had mentioned her",9706,56
"9707","name to her mother, on her ladyship's entrance, though no request of",9707,56
"9708","introduction had been made.",9708,56
"9709","Mrs. Bennet all amazement, though flattered by having a guest of such",9709,56
"9710","high importance, received her with the utmost politeness. After sitting",9710,56
"9711","for a moment in silence, she said very stiffly to Elizabeth,",9711,56
"9712","""I hope you are well, Miss Bennet. That lady I suppose is your mother.""",9712,56
"9713","Elizabeth replied very concisely that she was.",9713,56
"9714","""And _that_ I suppose is one of your sisters.""",9714,56
"9715","""Yes, madam,"" said Mrs. Bennet, delighted to speak to a lady Catherine.",9715,56
"9716","""She is my youngest girl but one. My youngest of all, is lately married,",9716,56
"9717","and my eldest is somewhere about the grounds, walking with a young man,",9717,56
"9718","who I believe will soon become a part of the family.""",9718,56
"9719","""You have a very small park here,"" returned Lady Catherine after a short",9719,56
"9720","silence.",9720,56
"9721","""It is nothing in comparison of Rosings, my lady, I dare say; but I",9721,56
"9722","assure you it is much larger than Sir William Lucas's.""",9722,56
"9723","""This must be a most inconvenient sitting room for the evening, in",9723,56
"9724","summer; the windows are full west.""",9724,56
"9725","Mrs. Bennet assured her that they never sat there after dinner; and then",9725,56
"9726","added,",9726,56
"9727","""May I take the liberty of asking your ladyship whether you left Mr. and",9727,56
"9728","Mrs. Collins well.""",9728,56
"9729","""Yes, very well. I saw them the night before last.""",9729,56
"9730","Elizabeth now expected that she would produce a letter for her from",9730,56
"9731","Charlotte, as it seemed the only probable motive for her calling. But no",9731,56
"9732","letter appeared, and she was completely puzzled.",9732,56
"9733","Mrs. Bennet, with great civility, begged her ladyship to take some",9733,56
"9734","refreshment; but Lady Catherine very resolutely, and not very politely,",9734,56
"9735","declined eating any thing; and then rising up, said to Elizabeth,",9735,56
"9736","""Miss Bennet, there seemed to be a prettyish kind of a little wilderness",9736,56
"9737","on one side of your lawn. I should be glad to take a turn in it, if you",9737,56
"9738","will favour me with your company.""",9738,56
"9739","""Go, my dear,"" cried her mother, ""and shew her ladyship about the",9739,56
"9740","different walks. I think she will be pleased with the hermitage.""",9740,56
"9741","Elizabeth obeyed, and running into her own room for her parasol,",9741,56
"9742","attended her noble guest down stairs. As they passed through the hall,",9742,56
"9743","Lady Catherine opened the doors into the dining-parlour and",9743,56
"9744","drawing-room, and pronouncing them, after a short survey, to be decent",9744,56
"9745","looking rooms, walked on.",9745,56
"9746","Her carriage remained at the door, and Elizabeth saw that her",9746,56
"9747","waiting-woman was in it. They proceeded in silence along the gravel walk",9747,56
"9748","that led to the copse; Elizabeth was determined to make no effort for",9748,56
"9749","conversation with a woman, who was now more than usually insolent and",9749,56
"9750","disagreeable.",9750,56
"9751","""How could I ever think her like her nephew?"" said she, as she looked in",9751,56
"9752","her face.",9752,56
"9753","As soon as they entered the copse, Lady Catherine began in the following",9753,56
"9754","manner:--",9754,56
"9755","""You can be at no loss, Miss Bennet, to understand the reason of my",9755,56
"9756","journey hither. Your own heart, your own conscience, must tell you why I",9756,56
"9757","come.""",9757,56
"9758","Elizabeth looked with unaffected astonishment.",9758,56
"9759","""Indeed, you are mistaken, Madam. I have not been at all able to account",9759,56
"9760","for the honour of seeing you here.""",9760,56
"9761","""Miss Bennet,"" replied her ladyship, in an angry tone, ""you ought to",9761,56
"9762","know, that I am not to be trifled with. But however insincere _you_ may",9762,56
"9763","choose to be, you shall not find _me_ so. My character has ever been",9763,56
"9764","celebrated for its sincerity and frankness, and in a cause of such",9764,56
"9765","moment as this, I shall certainly not depart from it. A report of a most",9765,56
"9766","alarming nature, reached me two days ago. I was told, that not only your",9766,56
"9767","sister was on the point of being most advantageously married, but that",9767,56
"9768","_you_, that Miss Elizabeth Bennet, would, in all likelihood, be soon",9768,56
"9769","afterwards united to my nephew, my own nephew, Mr. Darcy. Though I",9769,56
"9770","_know_ it must be a scandalous falsehood; though I would not injure him",9770,56
"9771","so much as to suppose the truth of it possible, I instantly resolved on",9771,56
"9772","setting off for this place, that I might make my sentiments known to",9772,56
"9773","you.""",9773,56
"9774","""If you believed it impossible to be true,"" said Elizabeth, colouring",9774,56
"9775","with astonishment and disdain, ""I wonder you took the trouble of coming",9775,56
"9776","so far. What could your ladyship propose by it?""",9776,56
"9777","""At once to insist upon having such a report universally contradicted.""",9777,56
"9778","""Your coming to Longbourn, to see me and my family,"" said Elizabeth,",9778,56
"9779","coolly, ""will be rather a confirmation of it; if, indeed, such a report",9779,56
"9780","is in existence.""",9780,56
"9781","""If! do you then pretend to be ignorant of it? Has it not been",9781,56
"9782","industriously circulated by yourselves? Do you not know that such a",9782,56
"9783","report is spread abroad?""",9783,56
"9784","""I never heard that it was.""",9784,56
"9785","""And can you likewise declare, that there is no _foundation_ for it?""",9785,56
"9786","""I do not pretend to possess equal frankness with your ladyship. _You_",9786,56
"9787","may ask questions, which _I_ shall not choose to answer.""",9787,56
"9788","""This is not to be borne. Miss Bennet, I insist on being satisfied. Has",9788,56
"9789","he, has my nephew, made you an offer of marriage?""",9789,56
"9790","""Your ladyship has declared it to be impossible.""",9790,56
"9791","""It ought to be so; it must be so, while he retains the use of his",9791,56
"9792","reason. But _your_ arts and allurements may, in a moment of infatuation,",9792,56
"9793","have made him forget what he owes to himself and to all his family. You",9793,56
"9794","may have drawn him in.""",9794,56
"9795","""If I have, I shall be the last person to confess it.""",9795,56
"9796","""Miss Bennet, do you know who I am? I have not been accustomed to such",9796,56
"9797","language as this. I am almost the nearest relation he has in the world,",9797,56
"9798","and am entitled to know all his dearest concerns.""",9798,56
"9799","""But you are not entitled to know _mine_; nor will such behaviour as",9799,56
"9800","this, ever induce me to be explicit.""",9800,56
"9801","""Let me be rightly understood. This match, to which you have the",9801,56
"9802","presumption to aspire, can never take place. No, never. Mr. Darcy is",9802,56
"9803","engaged to _my daughter_. Now what have you to say?""",9803,56
"9804","""Only this; that if he is so, you can have no reason to suppose he will",9804,56
"9805","make an offer to me.""",9805,56
"9806","Lady Catherine hesitated for a moment, and then replied,",9806,56
"9807","""The engagement between them is of a peculiar kind. From their infancy,",9807,56
"9808","they have been intended for each other. It was the favourite wish of",9808,56
"9809","_his_ mother, as well as of her's. While in their cradles, we planned",9809,56
"9810","the union: and now, at the moment when the wishes of both sisters would",9810,56
"9811","be accomplished, in their marriage, to be prevented by a young woman of",9811,56
"9812","inferior birth, of no importance in the world, and wholly unallied to",9812,56
"9813","the family! Do you pay no regard to the wishes of his friends? To his",9813,56
"9814","tacit engagement with Miss De Bourgh? Are you lost to every feeling of",9814,56
"9815","propriety and delicacy? Have you not heard me say, that from his",9815,56
"9816","earliest hours he was destined for his cousin?""",9816,56
"9817","""Yes, and I had heard it before. But what is that to me? If there is no",9817,56
"9818","other objection to my marrying your nephew, I shall certainly not be",9818,56
"9819","kept from it, by knowing that his mother and aunt wished him to marry",9819,56
"9820","Miss De Bourgh. You both did as much as you could, in planning the",9820,56
"9821","marriage. Its completion depended on others. If Mr. Darcy is neither by",9821,56
"9822","honour nor inclination confined to his cousin, why is not he to make",9822,56
"9823","another choice? And if I am that choice, why may not I accept him?""",9823,56
"9824","""Because honour, decorum, prudence, nay, interest, forbid it. Yes, Miss",9824,56
"9825","Bennet, interest; for do not expect to be noticed by his family or",9825,56
"9826","friends, if you wilfully act against the inclinations of all. You will",9826,56
"9827","be censured, slighted, and despised, by every one connected with him.",9827,56
"9828","Your alliance will be a disgrace; your name will never even be mentioned",9828,56
"9829","by any of us.""",9829,56
"9830","""These are heavy misfortunes,"" replied Elizabeth. ""But the wife of Mr.",9830,56
"9831","Darcy must have such extraordinary sources of happiness necessarily",9831,56
"9832","attached to her situation, that she could, upon the whole, have no cause",9832,56
"9833","to repine.""",9833,56
"9834","""Obstinate, headstrong girl! I am ashamed of you! Is this your gratitude",9834,56
"9835","for my attentions to you last spring? Is nothing due to me on that",9835,56
"9836","score?",9836,56
"9837","""Let us sit down. You are to understand, Miss Bennet, that I came here",9837,56
"9838","with the determined resolution of carrying my purpose; nor will I be",9838,56
"9839","dissuaded from it. I have not been used to submit to any person's whims.",9839,56
"9840","I have not been in the habit of brooking disappointment.""",9840,56
"9841","""_That_ will make your ladyship's situation at present more pitiable;",9841,56
"9842","but it will have no effect on _me_.""",9842,56
"9843","""I will not be interrupted. Hear me in silence. My daughter and my",9843,56
"9844","nephew are formed for each other. They are descended on the maternal",9844,56
"9845","side, from the same noble line; and, on the father's, from respectable,",9845,56
"9846","honourable, and ancient, though untitled families. Their fortune on both",9846,56
"9847","sides is splendid. They are destined for each other by the voice of",9847,56
"9848","every member of their respective houses; and what is to divide them? The",9848,56
"9849","upstart pretensions of a young woman without family, connections, or",9849,56
"9850","fortune. Is this to be endured! But it must not, shall not be. If you",9850,56
"9851","were sensible of your own good, you would not wish to quit the sphere,",9851,56
"9852","in which you have been brought up.""",9852,56
"9853","""In marrying your nephew, I should not consider myself as quitting that",9853,56
"9854","sphere. He is a gentleman; I am a gentleman's daughter; so far we are",9854,56
"9855","equal.""",9855,56
"9856","""True. You _are_ a gentleman's daughter. But who was your mother? Who",9856,56
"9857","are your uncles and aunts? Do not imagine me ignorant of their",9857,56
"9858","condition.""",9858,56
"9859","""Whatever my connections may be,"" said Elizabeth, ""if your nephew does",9859,56
"9860","not object to them, they can be nothing to _you_.""",9860,56
"9861","""Tell me once for all, are you engaged to him?""",9861,56
"9862","Though Elizabeth would not, for the mere purpose of obliging Lady",9862,56
"9863","Catherine, have answered this question; she could not but say, after a",9863,56
"9864","moment's deliberation,",9864,56
"9865","""I am not.""",9865,56
"9866","Lady Catherine seemed pleased.",9866,56
"9867","""And will you promise me, never to enter into such an engagement?""",9867,56
"9868","""I will make no promise of the kind.""",9868,56
"9869","""Miss Bennet I am shocked and astonished. I expected to find a more",9869,56
"9870","reasonable young woman. But do not deceive yourself into a belief that I",9870,56
"9871","will ever recede. I shall not go away, till you have given me the",9871,56
"9872","assurance I require.""",9872,56
"9873","""And I certainly _never_ shall give it. I am not to be intimidated into",9873,56
"9874","anything so wholly unreasonable. Your ladyship wants Mr. Darcy to marry",9874,56
"9875","your daughter; but would my giving you the wished-for promise, make",9875,56
"9876","_their_ marriage at all more probable? Supposing him to be attached to",9876,56
"9877","me, would _my_ refusing to accept his hand, make him wish to bestow it",9877,56
"9878","on his cousin? Allow me to say, Lady Catherine, that the arguments with",9878,56
"9879","which you have supported this extraordinary application, have been as",9879,56
"9880","frivolous as the application was ill-judged. You have widely mistaken my",9880,56
"9881","character, if you think I can be worked on by such persuasions as these.",9881,56
"9882","How far your nephew might approve of your interference in _his_ affairs,",9882,56
"9883","I cannot tell; but you have certainly no right to concern yourself in",9883,56
"9884","mine. I must beg, therefore, to be importuned no farther on the",9884,56
"9885","subject.""",9885,56
"9886","""Not so hasty, if you please. I have by no means done. To all the",9886,56
"9887","objections I have already urged, I have still another to add. I am no",9887,56
"9888","stranger to the particulars of your youngest sister's infamous",9888,56
"9889","elopement. I know it all; that the young man's marrying her, was a",9889,56
"9890","patched-up business, at the expence of your father and uncles. And is",9890,56
"9891","_such_ a girl to be my nephew's sister? Is _her_ husband, is the son of",9891,56
"9892","his late father's steward, to be his brother? Heaven and earth!--of what",9892,56
"9893","are you thinking? Are the shades of Pemberley to be thus polluted?""",9893,56
"9894","""You can _now_ have nothing farther to say,"" she resentfully answered.",9894,56
"9895","""You have insulted me, in every possible method. I must beg to return to",9895,56
"9896","the house.""",9896,56
"9897","And she rose as she spoke. Lady Catherine rose also, and they turned",9897,56
"9898","back. Her ladyship was highly incensed.",9898,56
"9899","""You have no regard, then, for the honour and credit of my nephew!",9899,56
"9900","Unfeeling, selfish girl! Do you not consider that a connection with you,",9900,56
"9901","must disgrace him in the eyes of everybody?""",9901,56
"9902","""Lady Catherine, I have nothing farther to say. You know my sentiments.""",9902,56
"9903","""You are then resolved to have him?""",9903,56
"9904","""I have said no such thing. I am only resolved to act in that manner,",9904,56
"9905","which will, in my own opinion, constitute my happiness, without",9905,56
"9906","reference to _you_, or to any person so wholly unconnected with me.""",9906,56
"9907","""It is well. You refuse, then, to oblige me. You refuse to obey the",9907,56
"9908","claims of duty, honour, and gratitude. You are determined to ruin him in",9908,56
"9909","the opinion of all his friends, and make him the contempt of the world.""",9909,56
"9910","""Neither duty, nor honour, nor gratitude,"" replied Elizabeth, ""have any",9910,56
"9911","possible claim on me, in the present instance. No principle of either,",9911,56
"9912","would be violated by my marriage with Mr. Darcy. And with regard to the",9912,56
"9913","resentment of his family, or the indignation of the world, if the former",9913,56
"9914","_were_ excited by his marrying me, it would not give me one moment's",9914,56
"9915","concern--and the world in general would have too much sense to join in",9915,56
"9916","the scorn.""",9916,56
"9917","""And this is your real opinion! This is your final resolve! Very well. I",9917,56
"9918","shall now know how to act. Do not imagine, Miss Bennet, that your",9918,56
"9919","ambition will ever be gratified. I came to try you. I hoped to find you",9919,56
"9920","reasonable; but depend upon it I will carry my point.""",9920,56
"9921","In this manner Lady Catherine talked on, till they were at the door of",9921,56
"9922","the carriage, when turning hastily round, she added,",9922,56
"9923","""I take no leave of you, Miss Bennet. I send no compliments to your",9923,56
"9924","mother. You deserve no such attention. I am most seriously displeased.""",9924,56
"9925","Elizabeth made no answer; and without attempting to persuade her",9925,56
"9926","ladyship to return into the house, walked quietly into it herself. She",9926,56
"9927","heard the carriage drive away as she proceeded up stairs. Her mother",9927,56
"9928","impatiently met her at the door of the dressing-room, to ask why Lady",9928,56
"9929","Catherine would not come in again and rest herself.",9929,56
"9930","""She did not choose it,"" said her daughter, ""she would go.""",9930,56
"9931","""She is a very fine-looking woman! and her calling here was prodigiously",9931,56
"9932","civil! for she only came, I suppose, to tell us the Collinses were well.",9932,56
"9933","She is on her road somewhere, I dare say, and so passing through",9933,56
"9934","Meryton, thought she might as well call on you. I suppose she had",9934,56
"9935","nothing particular to say to you, Lizzy?""",9935,56
"9936","Elizabeth was forced to give into a little falsehood here; for to",9936,56
"9937","acknowledge the substance of their conversation was impossible.",9937,56
"9938","The discomposure of spirits, which this extraordinary visit threw",9938,57
"9939","Elizabeth into, could not be easily overcome; nor could she for many",9939,57
"9940","hours, learn to think of it less than incessantly. Lady Catherine it",9940,57
"9941","appeared, had actually taken the trouble of this journey from Rosings,",9941,57
"9942","for the sole purpose of breaking off her supposed engagement with Mr.",9942,57
"9943","Darcy. It was a rational scheme to be sure! but from what the report of",9943,57
"9944","their engagement could originate, Elizabeth was at a loss to imagine;",9944,57
"9945","till she recollected that _his_ being the intimate friend of Bingley,",9945,57
"9946","and _her_ being the sister of Jane, was enough, at a time when the",9946,57
"9947","expectation of one wedding, made every body eager for another, to supply",9947,57
"9948","the idea. She had not herself forgotten to feel that the marriage of her",9948,57
"9949","sister must bring them more frequently together. And her neighbours at",9949,57
"9950","Lucas lodge, therefore, (for through their communication with the",9950,57
"9951","Collinses, the report she concluded had reached lady Catherine) had only",9951,57
"9952","set _that_ down, as almost certain and immediate, which _she_ had looked",9952,57
"9953","forward to as possible, at some future time.",9953,57
"9954","In revolving lady Catherine's expressions, however, she could not help",9954,57
"9955","feeling some uneasiness as to the possible consequence of her persisting",9955,57
"9956","in this interference. From what she had said of her resolution to",9956,57
"9957","prevent their marriage, it occurred to Elizabeth that she must meditate",9957,57
"9958","an application to her nephew; and how _he_ might take a similar",9958,57
"9959","representation of the evils attached to a connection with her, she dared",9959,57
"9960","not pronounce. She knew not the exact degree of his affection for his",9960,57
"9961","aunt, or his dependence on her judgment, but it was natural to suppose",9961,57
"9962","that he thought much higher of her ladyship than _she_ could do; and it",9962,57
"9963","was certain, that in enumerating the miseries of a marriage with _one_,",9963,57
"9964","whose immediate connections were so unequal to his own, his aunt would",9964,57
"9965","address him on his weakest side. With his notions of dignity, he would",9965,57
"9966","probably feel that the arguments, which to Elizabeth had appeared weak",9966,57
"9967","and ridiculous, contained much good sense and solid reasoning.",9967,57
"9968","If he had been wavering before, as to what he should do, which had often",9968,57
"9969","seemed likely, the advice and intreaty of so near a relation might",9969,57
"9970","settle every doubt, and determine him at once to be as happy, as dignity",9970,57
"9971","unblemished could make him. In that case he would return no more. Lady",9971,57
"9972","Catherine might see him in her way through town; and his engagement to",9972,57
"9973","Bingley of coming again to Netherfield must give way.",9973,57
"9974","""If, therefore, an excuse for not keeping his promise, should come to",9974,57
"9975","his friend within a few days,"" she added, ""I shall know how to",9975,57
"9976","understand it. I shall then give over every expectation, every wish of",9976,57
"9977","his constancy. If he is satisfied with only regretting me, when he might",9977,57
"9978","have obtained my affections and hand, I shall soon cease to regret him",9978,57
"9979","at all.""",9979,57
"9980","*       *       *       *       *",9980,57
"9981","The surprise of the rest of the family, on hearing who their visitor had",9981,57
"9982","been, was very great; but they obligingly satisfied it, with the same",9982,57
"9983","kind of supposition, which had appeased Mrs. Bennet's curiosity; and",9983,57
"9984","Elizabeth was spared from much teazing on the subject.",9984,57
"9985","The next morning, as she was going down stairs, she was met by her",9985,57
"9986","father, who came out of his library with a letter in his hand.",9986,57
"9987","""Lizzy,"" said he, ""I was going to look for you; come into my room.""",9987,57
"9988","She followed him thither; and her curiosity to know what he had to tell",9988,57
"9989","her, was heightened by the supposition of its being in some manner",9989,57
"9990","connected with the letter he held. It suddenly struck her that it might",9990,57
"9991","be from lady Catherine; and she anticipated with dismay all the",9991,57
"9992","consequent explanations.",9992,57
"9993","She followed her father to the fire place, and they both sat down. He",9993,57
"9994","then said,",9994,57
"9995","""I have received a letter this morning that has astonished me",9995,57
"9996","exceedingly. As it principally concerns yourself, you ought to know its",9996,57
"9997","contents. I did not know before, that I had _two_ daughters on the brink",9997,57
"9998","of matrimony. Let me congratulate you, on a very important conquest.""",9998,57
"9999","The colour now rushed into Elizabeth's cheeks in the instantaneous",9999,57
"10000","conviction of its being a letter from the nephew, instead of the aunt;",10000,57
"10001","and she was undetermined whether most to be pleased that he explained",10001,57
"10002","himself at all, or offended that his letter was not rather addressed to",10002,57
"10003","herself; when her father continued,",10003,57
"10004","""You look conscious. Young ladies have great penetration in such matters",10004,57
"10005","as these; but I think I may defy even _your_ sagacity, to discover the",10005,57
"10006","name of your admirer. This letter is from Mr. Collins.""",10006,57
"10007","""From Mr. Collins! and what can _he_ have to say?""",10007,57
"10008","""Something very much to the purpose of course. He begins with",10008,57
"10009","congratulations on the approaching nuptials of my eldest daughter, of",10009,57
"10010","which it seems he has been told, by some of the good-natured, gossiping",10010,57
"10011","Lucases. I shall not sport with your impatience, by reading what he says",10011,57
"10012","on that point. What relates to yourself, is as follows. ""Having thus",10012,57
"10013","offered you the sincere congratulations of Mrs. Collins and myself on",10013,57
"10014","this happy event, let me now add a short hint on the subject of another:",10014,57
